Hotel name,Price,Rating
Zenit Abeba,435,8.6
Slow Suites Bellas Artes,795,9.2
Muralto Madrid Princesa,445,8.6
NH Madrid Nacional,541,8.6
Air Rooms Madrid Airport By Premium Traveller,672,8.1
Hostal R. Lido,278,8.5
A Linea 5 metro Aluche y tren Cercanias,,7.6
Arenal Suites Gran Vía,387,9.3
Travelodge Madrid Alcalá,263,8
RETIRO DELUXE I - ELEVENHOST,360,7.4
Capitán Blanco Argibay Apartamento,295,7.7
CALLE CANTALAPIEDRA # 2 BAJO-D,181,8.7
Petit Palace Puerta del Sol,490,8.7
Chic Rentals - Museo Reina Sofía,,7.9
Apart-hotel Serrano Recoletos,377,7.8
Claridge Madrid,450,8.8
Charming Studio at Historic Center,316,8.6
60 Balconies Urban Stay,604,9.4
My City Home Plaza Castilla 2,523,
SALAMANCA LUXURY I - ELEVEN HOST,688,
Quatro Puerta del Sol,561,7.9
Apartamento Malasaña I,,7.1
Homelike Embajadores,409,
HRC Hotel,291,7.8
Petit Palace Triball,482,9
AC Hotel Madrid Feria,567,8.7
Travelodge Torrelaguna,313,7.9
Catalonia Gran Vía,670,8.8
Hostal individual en Malasaña excelente,,5.8
Mira el Sol,300,6.7
Far Home Atocha,329,8.8
Home Club Las Letras Apartment,522,8.9
Intur Palacio San Martin,636,8.9
Petit Palace President Castellana,524,8.1
II Castillas Madrid,573,8.8
Las Ventas,,9.5
Petit Palace Alcalá,490,8.3
Petit Palace Tres Cruces,372,8.8
Hotel Puerta America,544,8.6
Superb apartment close to Madrid City Center,558,
AC Hotel Atocha,594,8.7
New Go Inn,217,8.4
Alojamiento en Begoña,,
Barceló Imagine,608,9.2
Hostal Guestped,308,9
Favorite Apartments Madrid Goya.,380,6.7
Zenit Conde de Orgaz,487,8.2
Olala MAD Apartments,423,8.8
New Point Opera,438,9.3
Solfai Vacacionales 18,810,8.1
Your comfy stay in Madrid,,9.2
Hotel Maydrit Airport,434,8.8
H10 Puerta de Alcalá,549,8.8
Generator Madrid,525,8.7
Soho Boutique Opera,504,9.1
Valverde Sol II Parking Gratis,630,8.4
Hostal Central Palace Madrid,454,9.4
ABC Apartments Madrid,,8.5
Hotel Madrid Chamartín Managed by Meliá Hotels International,382,8.1
Solfai Vacacional 15,810,7.7
PYR Select Plaza Elíptica I,339,6.3
Woohoo Rooms Hortaleza,320,9.3
Petit Palace Chueca,456,8.6
Luxury apartment right on Gran Via with garage!,916,
Estupendo apartamento en Calle Mayor,,9.6
RIO DELUXE,509,
W3Inn LA LATINA (Cava Baja 30),372,8.4
Ilunion Atrium,382,8.6
Aspasios Gran Via Apartments,416,9
Solfai Vacacional 33,470,7.8
Slow Suites Luchana,687,8.8
Atocha Boutique - Barrio de las Letras,,9
One Shot Recoletos 04,473,8.4
AB Design Suites,396,7.9
Iberostar Las Letras Gran Via,705,8.9
New Point Madrid Apartments,405,8.8
7rooms7 Gran Vía Smile Apartments,435,8.5
Boutique Urban Madrid Serrano,378,6.5
RC Miguel Angel,235,8.1
M&F Gran Via 3 Hab,,9
Apartamento La Buena Guarda,500,9.3
One Shot Prado 23,448,8.7
Moderno,436,8.8
Hostal Madrid,368,8.7
Casón del Tormes,357,8.6
ICON Wipton by Petit Palace,736,9.2
cHic mAdrid cEnter 2,,8.9
Acogedor Apartamento muy bien conectado y equipado en Madrid,545,9.1
Wellington Madrid,1452,8.9
Petit Hostel,522,8.9
Hotel Mirador de Chamartín,495,8.2
Petit Palace Lealtad Plaza,727,8.8
Occidental Castellana Norte,432,8.6
Buhardilla en Calle Amparo-Lavapiés,,7.8
Destiny Gran Vía Centro - Cervantes,440,8.6
Solfai Vacacional 25,810,6.4
AC Hotel Avenida de America,416,8.3
Boutique Hotel H10 Villa de la Reina,603,8.7
Hotel Miau,454,8.7
Petit Palace Plaza del Carmen,490,8.9
Loft-estudio en Madrid centro,,9.1
Sercotel Madrid Aeropuerto,326,8.5
Apartamentos Tandem La Bolsa 4,454,8.5
Melia Madrid Princesa,772,8.6
Friendly Rentals Rio Plaza,399,7.7
Mercure Madrid Centro,578,8.5
Sorriso hogar,480,9
SYT B&B Luxury Bed and Breakfast,636,9.8
BNBHolder Golden Triangle of Art CENTRE,,9.4
SmartRental Collection Gran Via Centric,446,9.4
"Hotel Madrid Centro, managed by Meliá",472,8.2
Brigth and Stylish - 3BD 2BTH - Sol,701,
Posada del León de Oro Boutique Hotel,414,9
Cats Hostel Madrid Sol,484,8.8
Melia Barajas,475,8.6
PYR Select Plaza España VI,,8.7
Sweet Inn - Gran Via,1677,8.9
Exe Suites 33,396,8.5
La Casa de San Lorenzo,617,6.8
Silken Torre Garden,234,8.5
Hotel Aravaca Village,450,8.6
Chic Studio Puerta del Sol,433,9.1
Atocha Palace,,9.4
Luminous Apartment in Chueca by Allô Housing,601,9
Justicia Apartment,1296,
La Llave De Madrid,422,8.7
Axel Hotel Madrid - Adults Only,507,9
Hilton Madrid Airport,576,8.4
Salamanca - Diego de León,810,8.3
GOYA Apartment II,,8
AC Hotel Aitana,580,8.9
Hotel Indigo Madrid - Gran Via,648,8.8
Hotel Santo Domingo,422,7.9
Apartamentos Matute 11,474,8.5
B&B Apartamentos Madrid Centro Fuencarral 46,564,9.1
60 Balconies Recoletos,911,9.4
NH Collection Madrid Gran Vía,803,9.1
Family,,6.9
Petit Palace Plaza España,524,8.5
Rafaelhoteles Ventas,318,8
Hostal Maria Cristina,266,9
Sweet Inn - Argumosa,625,8.9
Petit Palace Posada del Peine,507,8.7
Holiday Inn Madrid - Las Tablas,493,8.1
Friendly Rentals Trafalgar Terrace,,8.8
Madrid Center Suites,522,9
Sungate ONE,376,9.4
Vázquez de Mella Gran Vía,211,8.5
Vincci Soma,1074,8.5
Apartamento Sabatini - Palacio Real,822,9.5
NH Madrid Ventas,455,8.7
Mercado San Miguel & Pl Mayor Apartment,,9.9
NH Madrid Ribera del Manzanares,447,8.5
Apartamento Deluxe Barajas,321,7.1
Apartments Atocha II,580,9.1
Sevilla City Center,539,8.8
Estudio City Center,337,7.9
Amor de Dios 17 Boutique Hotel,2720,9.4
PYR Select Plaza España V,,9.4
GRAN VÍA / CHUECA Apartamentos,309,7.6
Vincci Soho,827,8.8
Ilunion Suites Madrid,364,8.6
Royal Palace Studio,448,7.9
"Hotel Santo Mauro, Autograph Collection",1544,9.1
Centric,335,7.6
unique & stylish Atocha-Retiró,366,8.3
COZY APARTMENT in Madrid,,8.4
Apartamento Carabanchel Castizo,271,8.6
Apartamentos Turísticos Torr,280,7.8
Artrip Hotel,517,9.2
Bless Hotel Madrid - The Leading Hotels of the World,1516,9
Nuevos pisos planta 20 y 13 super vistas,475,7.4
Friendly Rentals Embajadores Confort VII,400,7.7
Apartamentos Dana Madrid,,9.4
Catalonia Plaza Mayor,580,9.1
Apartamentos San Lorenzo 26,455,8.2
APARTAMENTO LUXURY ESTACION DE ATOCHA,400,9.7
Apartamentos Carretas-Sol 2,646,9
Atocha Museos - Barrio de las Letras,881,9.3
SAN VICENTE FERRER,626,
(BELEN) Modern & luxury spece near plaza mayor,,8.1
Cozy Atocha Apartment,617,8.8
Gran Vía 55,640,9.5
Eco Alcalá Suites,302,7.8
Espahotel Plaza de España,365,8.4
Art & Design Gran Via,611,9
Estudio Bernabeu,332,6.1
Small&Cosy Private Bedrooms,,8.2
Hostal Arco Iris,340,8.4
Solfai Vacacional 13,810,7.4
Posada del Dragón Boutique Hotel,392,8.8
Suite Prado,621,8.6
Apartments Madrid Las Letras,589,8.2
Hostal Alhambra Suites,468,8.6
Aparthotel G3 Galeon,253,8.5
Apartamento Sandia Roja,,
Apartamento Coqueto en zona Centro,341,8
"DELICIAS- FREE WI-FI, A.C. 10 minutes to Atocha",529,
Apartamentos Madrid Rio,360,9.3
Charming La Latina Green,621,8.3
CALLE MAYOR II,498,
Abalú Boutique & Design Hotel,500,8.1
Apartamento estilo nórdico en Malasaña (Madrid Centro),,9.6
Del Rio,375,8.8
Chueca Apartment Libertad,524,8
Tribunal,645,
Hotel Urban,1121,9
PYR Select Madrid Sur VII,287,7.2
El Apartamento de Olmo,358,6.7
Apartments Madrid Plaza Mayor-Cava baja,,8
Eurostars Central,472,8.5
Room Mate Oscar,558,9.2
Apartamento Cuatro Torres,319,8.7
Cosy Apartment Prado Museum,526,8.4
Catalonia Puerta del Sol,600,9.1
Vincci The Mint,836,9.3
UD Apartments - Central Gran Via Apartment,,8.8
Ferrocarril Apartment,264,7.7
"Hotel Madrid Gran Vía 25, managed by Meliá",456,8.1
Cozy apartment in salamanca neigbourhood,727,8.3
"GOYA,Moderno, ESQUINADO cerca del Retiro",440,7.6
GOOD STAY ROOMS.,472,8.6
Room Mate Alba,507,9.4
Friendly Rentals Las Letras,434,8.1
Balcony Apartment Malasaña,,8.9
Siesta & Go,388,6.7
Hostal Sonsoles Madrid-Centro,275,8.5
Villanueva apartment I,625,8.9
La Guarida de Amparo,334,6.8
Apartamentos Carlos,330,8.1
Sercotel Alcalá 611,335,8.7
Your Apartment in Lavapiés,,8.4
CENTRO DE MADRID. SANTA ANA Y SOL,1139,8.3
Madrid Fashion Hostal,190,9
Loft Auditorio Nacional,400,9.2
Crowne Plaza Madrid Airport,500,8.7
Superb Lofts by Allô Housing,558,9
Reina Sofía Acogedor,264,9
"Apartamento Venancio 2 - Nuevo, A/A, Wifi, encanto, bien comunicado",,7.9
Precioso piso en el barrio de embajadores,260,7.8
EUROBUILDING,806,
Buenavista,330,8.9
GOYA AMPLIO APTO RENOVADO,440,7.9
Ever House Atocha,576,9
Vincci Centrum,906,8.6
Puerta del Sol Stylish Aparments by Allô Housing,,8.8
BNBHolder Mignon MALASAÑA,441,9.1
Casa Cobo Exclusivo Alojamiento en Madrid,353,8.6
Matadero Madrid,340,8.2
Hostal Alistana,168,6.9
Casual del Teatro Madrid,340,8.6
C&H Aravaca Garden,234,6.6
Hostal La Plata,252,7.8
NICE CITY CENTER APARTMENT,,
Novotel Madrid City Las Ventas,437,9.1
Renovado apartamento en rio rosas,524,7.8
APTO. CON VISTAS PALACIO REAL,515,9
BNBHolder Luxury Apartment III PLAZA DE ESPAÑA,365,8.9
Friendly Rentals Plaza Mayor Design,576,8.4
Estudios Village Chueca,254,7.8
Living Malasaña,,9.5
Hotel Fenix Gran Meliá - The Leading Hotels of the World,1020,9
Malasaña Boutique,623,8.9
Love home,615,8.5
Friendly Rentals Salamanca Confort Iriarte,314,6.5
NH Madrid Balboa,501,8.7
Downtown Apartment in Calle de Atocha,518,8.7
Ever House Alcala Aire,,9.5
BNBHolder CALLAO es MIA,365,9
Catalonia Goya,500,8.4
Room Mate Laura,459,9.3
Hotel Villamadrid,624,8.2
Comendadoras Cozy Apartment,383,9.2
Principe Santa Ana Madrid Centro,810,8.1
DUPLEX MUY LUMINOSO CON VISTAS A LA PUERTA DE ALCALÁ,,9.3
Eurostars Casa de la Lírica,475,8.8
La Latina 4,615,8.4
COZY RETREAT WIFI - FREE PARKING,308,7.6
Solfai Vacacional 9,810,7.5
Napo2,288,8.3
Cozy 1-Bedroom apartment Gran Via,353,
Charming Museo del Prado,667,8.1
Apartamento La Latina,,8.1
Apartamento Puerta del Sol,400,9.9
Rafaelhoteles Atocha,520,8.2
De Madrid al cielo!,390,8.1
Madridcito Bed & Breakfast,339,9.1
Apartamento Triángulo Del Arte,422,8.7
L&H Gran Vía Selection,378,9.1
Apartamento Abel - Zona tranquila y muy bien comunicado,,7.4
Apartamento Aida Deco,342,6.2
Pensión Corbero,320,9
GS Latina,444,8.2
Acogedor Apartamento En La Latina,340,9
Hospes Puerta de Alcalá,1375,9
Emperador,558,8.7
Estudio A Estrenar En El Centro De Madrid,,9.1
CENTRO DE MADRID,240,7.3
Occidental Madrid Este,352,8.6
EL MIRADOR DE LA CALLE MAYOR 2,360,8.2
NEW Penthouse / AC - Wifi HUERTAS CENTRE,470,9.1
Luxury Lagasca,396,8.1
La Quinta de los Cedros,624,8.8
For You Rentals Puerta del Sol Apartments,,8.1
Apartamento Hortaleza (IFEMA- aeropuerto),480,9.3
Apartamentos Blume Cruz,304,9.2
Apartamentos Castilla Luz 2,327,6.7
Novotel Madrid Center,566,8.7
BNBHolder Peaceful & Elegant II LA LATINA,566,9.3
Eurostars Plaza Mayor,475,8.6
Penthouse with terrace,1200,
Apartamento detrás de la Plaza Mayor,,7.4
Petit Palace Plaza Mayor,524,8.6
BNBHolder Bright & Cosy LA LATINA,349,8.3
Espectacular apartamento en el barrio Las Letras.,655,9
Hyatt Centric Gran Via Madrid,1009,9.1
Luz Madrid Rooms,289,8.5
Hotel Opera,422,8.7
Friendly Rentals San Andres,,9.1
Melia Castilla,756,9
LUXURY FLAT GRAN VIA TUDESCOS,1000,
Nuevo Elegante piso Vintage en plena Plaza Mayor,744,
NH Collection Madrid Suecia,740,9.1
Sky Suites Palacio Real,405,7.2
Precioso Apartamento en el Corazón de Madrid (Huertas),324,9.5
CIBELES Apartment (2BR 1BT),,8.7
Atocha Apartments,1430,9.4
suite glamour en el centro de la latina,888,7.6
Metro plaza de España - Metro Santo Domingo,311,7.1
Hostal Triana,242,8.7
Bausa 19,435,9.4
PLAZA MAYOR Apartment (1BR 1BT),510,9.8
Studio Malasaña - Centro Madrid - Free Wifi,,5.8
Sercotel Gran Hotel Conde Duque,553,8.7
Fuencarral Apartments,561,8.4
Colon Suites,478,7.6
Hotel Paseo Del Arte,814,8.5
Prado Museum Air,494,9.8
Colegiata,450,8.2
Grilo Gran Via Plaza España,420,
Atocha II,,8.4
RETIRO Apartment IV,516,8.5
Ruben Dario Apartment,863,
Solfai Vacacional 22,470,7.7
PYR Select Las Letras III,355,8.1
Unbeatable Sol Mayor APT,1107,8.8
A&Z ULISES,231,7.7
Ever House - ALCALA DIVA 2,,9.8
Lovely,299,6.8
Tryp Madrid Cibeles Hotel,514,8.1
Ático Super Céntrico con Mucho Encanto,639,7.9
Palacio Real,1240,9.7
Catalonia Atocha,600,8.8
Apartamento Nuria y Javier,375,9
1851: Exceptional 19th century studio in Madrid,,9.8
Figueroa Design,370,8.7
Nuevo Apartamento 4 Torres & La Paz & RyCajal,261,9.5
Apartamento Principe Pio,760,9.1
Moderno Loft en Madrid cerca Metro y Aparcamiento,260,7.7
Home Club Toledo III,606,8.6
Vonelf Luxury Apartments - Castellana,489,9.4
Apartments Madrid Principe,,8.1
Horoko,365,8.6
Apartamento Menendez Pelayo,320,9.4
Friendly Rentals Reina Sofia V,324,8.3
Friendly Rentals Hortaleza Suites,358,7.9
"Stylish Apts Center Malasaña- 1, 2 & 3 Bedrooms in Same Building",884,9.1
Antelope 10 Madrid ATOCHA,217,8.2
NH Madrid Alonso Martinez,513,8.4
Friendly Rentals The Barrio Place,,8.3
"Retiro Luxury Penthouse, by Presidence Rentals",820,8.9
Callao's cozy and modern 3BDR apartment with balcony,724,
Charmy Apartment Chueca's Square,650,9.1
Plaza Mayor II,458,8
Apartamento Cruz Deco,467,6.9
Hostal Tokio,197,8
La Paloma,,8
APARTAMENTO EL QUIJOTE /EL QUIJOTE APARTMENT,280,
Be Mate Plaza España,539,9.3
Modern penthouse close to Gran Via ~ Big Terrace~,461,9.4
Atocha Peatonal - Barrio de las letras,735,9.4
Apartamentos y estudio en la calle Silva,334,7.6
Gran Hotel Inglés,1234,9.5
Catedral de la Almudena II,,7.6
Hotel Artiem Madrid,447,9.4
Apartamento Nuria Retiro,408,
Ganivet,373,8.5
Axor Barajas,380,8.7
(Almudena) Modern & luxury space near plaza mayor,422,8.2
Solfai Vacacional 34,470,7.3
YOUR BEST HOUSE IN LATINA,,9
APARTAMENTO CON ENCANTO EN SOL-MADRID#A,592,9
AC Hotel Cuzco,649,8.8
Friendly Rentals The Barn 69,358,8.7
ATICO MADRID CHUECA,476,9.1
Eurostars Suites Mirasierra,640,8.6
