Hotel name,Price,Rating
Guestped,70.0,9.0
Arenal Suites Preciados,91.0,10.0
Apartamentos Gran Via,97.0,10.0
Apartamentos El Tiempo,106.0,7.0
Apartamentos Cruz,123.0,7.0
Carretas Apartments,109.0,8.0
Good Stay Prado,80.0,7.0
Alojamiento Carrera,68.0,7.0
Hostal Retiro,80.0,7.0
Friendly Rentals Bravo,60.0,9.0
Hostal Palacios-Ribadavia,63.0,7.0
Hostal Esparteros,127.0,8.0
Apartamentos Calle Jose,64.0,8.0
Sol Mayor Apartments,90.0,6.0
Maria Cristina Hostal,60.0,8.0
The Bridge,58.0,7.0
Hostal Cibeles,55.0,7.0
Hostal Prim,59.0,7.0
Hostal Zabala,50.0,8.0
TH Aravaca,60.0,6.0
Hostal Diaz,55.0,7.0
Hostal San Isidro,62.0,7.0
El HostAll,864.0,7.0
Relais & Chateaux Hotel Orfila,298.0,10.0
WooTravelling Atocha 107 HOMTELS,162.0,10.0
Slow Suites Chueca,183.0,8.0
Apartamentos Imagine Madrid,200.0,8.0
Hostal Alhambra,106.0,8.0
Home Art Apartments,162.0,7.0
Only YOU Hotel Atocha,207.0,10.0
Arenal Suites Gran Via,95.0,8.0
Apartamentos Tandem La Bolsa 4,103.0,7.0
Concepcion Jeronima,98.0,10.0
Apartamentos Villablino Arturo Soria,86.0,7.0
Apartamentos Chueca,108.0,10.0
Chueca - Room Apartments,59.0,10.0
Apartamentos Betancourt,104.0,8.0
Hostal Angelines,50.0,9.0
Urban Vida Ribera,98.0,7.0
CH Rayuela,54.0,6.0
Hostal Los Andes,50.0,8.0
Apartamentos CalleCultura,77.0,6.0
Hostal Artico,68.0,6.0
Funway Academic Resort,68.0,6.0
Apartamentos Puerta Del Sol Latina,79.0,7.0
Good Stay Atocha,56.0,6.0
Monopoly Madrid,57.0,9.0
New Go Inn,54.0,7.0
Hostal Arco Iris,77.0,8.0
Ava Rooms,56.0,8.0
Hostal Victoria III,63.0,7.0
Hostal Rico,37.0,7.0
Navarra Pension,45.0,7.0
Hostal Alistana,38.0,7.0
Huespedes La Asturiana,51.0,6.0
Relais & Chateaux Hotel Orfila,298.0,10.0
Comfortable Sleep,370.0,6.0
Slow Suites Gran Via,175.0,7.0
Stay in Spain Encomiendas,161.0,6.0
Apartamentos Princesa,128.0,6.0
Friendly Rentals NoMaD,123.0,6.0
Only YOU Hotel Atocha,207.0,10.0
SY Soho,79.0,6.0
Blasco de Garay,114.0,6.0
Apartamentos San Lorenzo 26,103.0,6.0
Birds Apartments Gran Via,98.0,8.0
Apartamento Al Lado De Gran Via - Pink,120.0,8.0
Apartamentos Villa Latina,93.0,6.0
Apartamentos Tirso de Molina,108.0,6.0
El Tera Hostal,79.0,6.0
Gran Via Suites II,105.0,6.0
Apartamentos Madrid,81.0,6.0
Suites You Platinum,86.0,6.0
Apartments Madrid Las Letras,140.0,6.0
Room Cibeles Hotel,76.0,6.0
Madrid de los Austrias,84.0,6.0
Compostela Suites Apartments,54.0,6.0
Friendly Rentals The Barn 69,81.0,6.0
Madrid House,64.0,7.0
Hostal Zamoran,44.0,7.0
Apartamentos Cinco Rosas,74.0,6.0
Apartamentos Cuatro Torres,65.0,6.0
Villamanez Hostal,45.0,7.0
Hostal Estrella,38.0,6.0
Apartamentos Dali Madrid,87.0,6.0
Hostal Suarez,45.0,6.0
Apartamentos Calle Cultura,74.0,7.0
Relais & Chateaux Hotel Orfila,298.0,10.0
Hostal Inter Puerta Del Sol,245.0,6.0
Behap Madrid Malasana,140.0,5.0
Feelathome San Marcos Apartments,107.0,5.0
Centro Colon,106.0,6.0
Alaia Holidays Gran Via,125.0,6.0
Only YOU Hotel Atocha,207.0,10.0
Good Stay Madrid,119.0,6.0
Escala Suites,69.0,6.0
Apartamentos Conde Duque Deco,85.0,5.0
Le Petit Palu,71.0,6.0
Victoria 26,104.0,5.0
Hostal Playa 2,88.0,6.0
Hotel Madrid Rio,50.0,6.0
JQC Rooms,59.0,6.0
Hostal Corazon De Madrid,57.0,6.0
Apartamentos Arguelles,65.0,6.0
A&Z Juan De Mena,67.0,5.0
Hostal Trevinca,86.0,6.0
Stayinn Madrid,140.0,2.0
Hostal Sonne,61.0,6.0
Stylish City Aparthotel,48.0,6.0
Hostal Charlotte,64.0,5.0
Golden 21,55.0,5.0
Arta Hostal,40.0,4.0
Hostal INTER Plaza Mayor,52.0,6.0
Viviendas Turisticas Conde de Molina,108.0,4.0
Hostal Arrate,50.0,5.0
Hostal Conchita,37.0,6.0
Hostal Domus Aurea,63.0,2.0
Hostal Fuentesol,46.0,6.0
La Casa Del Madrileno,70.0,6.0
Relais & Chateaux Hotel Orfila,298.0,10.0
Mante House - Malasana,150.0,2.0
Alterhome Gran Via,134.0,4.0
Hotel Best Osuna,83.0,5.0
Aparthotel Tribunal,67.0,6.0
Village Love Madrid,61.0,4.0
Only YOU Hotel Atocha,207.0,10.0
Madrid Smartrentals Atocha,100.0,2.0
Village Sol Apartments,59.0,5.0
Plaza Espana,93.0,2.0
Hostal Daniel,68.0,4.0
Hostal Vegas en Madrid,50.0,6.0
Habitat Apartments Latina,100.0,6.0
Hostal Enebral,33.0,6.0
Eurosuite Malasana 205,99.0,2.0
Village Apartments Centro,64.0,5.0
Favorite Apartments Madrid Goya,86.0,2.0
Apartments Diaz Tirso de Molina,131.0,2.0
OYO Hostal Carabanchel,44.0,5.0
Apartamentos El Capricho de Madrid,49.0,5.0
Apartamentos Happy Madrid Hortaleza,55.0,2.0
Rooms Multicolor,62.0,5.0
Hostal Conchita II,45.0,5.0
A&Z Sierra de Meira,41.0,4.0
Hostal Santa Barbara,71.0,5.0
Hostal Los Arcos,62.0,5.0
Atocha & Huertas Suites,36.0,2.0
Montaber Apartments - La Paz Market,74.0,2.0
Hotel Faranda Florida Norte,65.0,6.0
Hostal Ruano,30.0,5.0
Village Gran Via Apartments,65.0,2.0
Motion Hostels Gran Via,53.0,6.0
Relais & Chateaux Hotel Orfila,298.0,10.0
Gran Via Suite II - Madflats Collection,190.0,4.0
Hotel Aravaca Garden,40.0,5.0
Apartamentos Happy Madrid Hortaleza,52.0,4.0
Apartamentos Goya 75,60.0,4.0
Madrid Suites Sol,73.0,4.0
Only YOU Hotel Atocha,207.0,10.0
Oceany,82.0,2.0
Madrid Smartrentals La Latina,69.0,2.0
Hostal Becerrea,64.0,3.0
Hostal Mediodia,81.0,3.0
Apartamentos Adelfas,67.0,2.0
My City Home Puerta Hierro Design Duplex,83.0,2.0
Hostal Noviciado,48.0,5.0
Pension Berti,45.0,4.0
BlueSense Madrid Serrano,96.0,4.0
Apartamentos Jardines Reales Bailen,63.0,3.0
Hostal Numancia,56.0,5.0
Barco Rooms,20.0,2.0
BlueSense Madrid Genova,94.0,5.0
Apartamentos Goyescas Deco,79.0,2.0
Hostal Emilio,54.0,4.0
Siesta & Go,88.0,4.0
Hostal Oxum,31.0,5.0
Hostal Atocha,45.0,4.0
Pension Lemus,45.0,4.0
Madrid Fashion Hostal,47.0,4.0
Hotel El Alamo,35.0,4.0
Hostal Los Perales,38.0,4.0
La Posada de El Chaflan,45.0,5.0
Fuencarral Kryse,44.0,4.0
Hostal Rivera,44.0,4.0
Relais & Chateaux Hotel Orfila,298.0,10.0
Heima Homes Puerta del Sol - Palacio Real,528.0,
Gran Via Montera,218.0,
Apartamentos Eurobuilding 2,172.0,8.0
Apartamentos Mexico,171.0,
Apartamentos Alcala 55,140.0,
Only YOU Hotel Atocha,207.0,10.0
Stylish Apt Center Malasana,196.0,
Home Club Opera Apartments,163.0,
Gran Via Apartments,124.0,
Las Casas de Santa Ana,116.0,
Oshun Sol Delux,117.0,
Book In Madrid- Puerta Del Sol,117.0,
Genteel Home Reina Sofia,115.0,
Fuencarral 100,104.0,
Esperanza City Center,110.0,
Flats Lollipop Gran Via,98.0,
Apartamentos Puerta Del Sol IV,96.0,
Wonderful Apartment Chueca,95.0,
Village Apartments Malasana,61.0,
Luxury Rooms Madrid Center,61.0,
Apartamentos Carlos,80.0,
Villanueva Apartments By Flatsweethome,120.0,
Good Stay Rooms,98.0,
Motion Chueca,48.0,4.0
"Sol, Rooms",86.0,
Like at Home,60.0,
HomeStay Extremadura,40.0,
Suites Madrid26,86.0,
Woohoo Rooms Hortaleza,73.0,
Village Chueca Apartments,53.0,3.0
Mirador De Huertas,60.0,
Relais & Chateaux Hotel Orfila,298.0,10.0
Room Gran Via Apartments,84.0,
Valverde Rooms,20.0,
Apartamento Con Encanto En Sol-Madrid #A,135.0,
Galaxy,78.0,
Luxury Apartment in Cervantes,85.0,
Only YOU Hotel Atocha,207.0,10.0
Suites You Nickel,81.0,
Apartamento City,136.0,
SOL CARLOS VApartaments & Suites,122.0,
Estudio Las Huertas,59.0,
Apartamentos Madrid Centro B,153.0,
Colibri Host,36.0,
PYR Select Plaza Mayor II Y III,84.0,
H Skyline,45.0,
Estudio Tres Peces 4,55.0,
The Runaway Bnb,59.0,
Aspasios San Mateo Boutique Apartments,131.0,
Stylish Apartments in Chueca,124.0,
Friendly Rentals Echegaray,91.0,
Madrid Suites Gran Via Rooms,415.0,
Apartamentos Fomento 25,151.0,
Feelathome Waldorf Suites Apartments,117.0,
A&Z Villegas - Only Adults,57.0,
Living Atocha Apartments,79.0,
Reina Victoria Rooms,81.0,
Estudios Gran Via,77.0,
Chueca Madrid The Palmer House,54.0,
Friendly Rentals Olavide,88.0,
Friendly Rentals Gran Via Exclusive,155.0,
Castilla Luz Deco,79.0,
Apartamentos Fucar,93.0,
Relais & Chateaux Hotel Orfila,298.0,10.0
Matadero Madrid,68.0,
Arenal Suites Preciados,91.0,
Cozy Apartment Plaza Mayor,104.0,
Home Club Alamo Apartments,108.0,
Sensapartments Jardines de Debod,104.0,
Only YOU Hotel Atocha,207.0,10.0
Apartamentos Eloisa,96.0,
Hostal Acapulco,,9.0
Hostal la Prensa,,9.0
SmartRental Madrid Gran Via Apartments,,10.0
OleMadrid Hostel,,10.0
Plaza Mayor 5,,10.0
Reddoor Madrid Las Letras,,10.0
Apartamentos Calatrava,,10.0
Apartamentos Mont Blanc,,10.0
Moderno Hotel cerca del aeropuerto,,10.0
Hostel Sant Jordi Puerto Del Sol,,10.0
Outstanding Place,,10.0
Hispadomus Pension,,10.0
The Wine Club - Marques de la Concordia,,9.0
La Residencia de Estudiates,,9.0
Uma House Atocha,,10.0
Hostal Mister Ramiro,,10.0
Nuevo Hotel en el centro de la ciudad,,9.0
B&B Ganesh Home,,9.0
Hostal Argentina,,9.0
Milabi Hostal,,9.0
Flores Hotel,,9.0
Hostal Abami,,9.0
La Finca El Bosque,,9.0
Arbol del Japon,,9.0
Hostal Corona,,9.0
Hostal Don Juan,,8.0
Students Hostel Luis Velez,,8.0
Hotel Mayrit,,8.0
Pension Arcos,,8.0
El Bergantin Hostal,,8.0
Alegria,,8.0
Hostal A. Nebrija,,8.0
Masterhome Residencia,,8.0
Pension La Concepcion,,8.0
Hotel Finisterre,,8.0
El Jardin,,8.0
Capital Corporate Apartments Ayala,,8.0
JC Flat Gran Via,,8.0
Magda Hostel,,8.0
Hostal Artic,,8.0
Citysuites Madrid,,8.0
Hostal Lopez,,7.0
Village la Latina,,8.0
No Name City Hostel,,7.0
Hostal Infantas,,7.0
Hostal Ibias,,7.0
Apartamentos Benignus Madrid,,7.0
Hostal Cervantes,,7.0
Hostal Narvaez,,7.0
Heranfu Apartments & Suites,,7.0
Rooms Madrid,,7.0
Hostal Conchita,,7.0
Narajos y Gredos,,7.0
Ole International Hostel,,7.0
Apartamentos MV Centro Historico,,7.0
Hostal Gislay,,7.0
Camping Osuna,,6.0
Hotel Pasadoiro,,6.0
Albergue Juvenil Santa Cruz de Marcenado,,6.0
Hostal Delvi,,6.0
Hostal Aranzazu,,6.0
Colegio Mayor Santa Maria del Estudiante,,6.0
Princesa Universal,,6.0
Bed and Breakfast Centrico en Madrid,,6.0
Hotel Dome Las Tablas,,7.0
Apartamento Lux Delicias 2,,10.0
Pension Barja,,5.0
Antigua Posada del Pez,,7.0
Bauza,,9.0
Metropol Rooms Apartamentos,,8.0
Hotel Arganda,,10.0
Santillan II,,9.0
Casa de Huespedes San Jose,,9.0
Plaza Mayor Apartamentos Imperial,,9.0
Apartamentos Madrid Anderson,,7.0
Hostal Castilla III,,7.0
Apartamentos Sol Victoria,,8.0
Pension Cartagenera,,8.0
AWA Madrid Downtown Hostel,,8.0
Domopolitan Centro Apartments,,8.0
Plaza Espana Room Titania,,8.0
Hostal Fabiola,,7.0
Hostal Cordoba,,7.0
Forum Hotel,,7.0
Hostal Antelope 5,,7.0
Hostal Faustino,,7.0
Apartamentos Chueca Gran Via,,6.0
Apartamentos Prado,,6.0
Roh Accommodation,,6.0
Temple House Madrid,,6.0
Hostal Carreras,,6.0
Hostal Residencia La Coruna,,5.0
Hostal Rubio,,6.0
Hostal Fuente Mar,,6.0
Residencia de El Viso,,4.0
Hostal Visa,,4.0
Hostal BM,,6.0
Monaco,,4.0
Hostal San Jose,,6.0
Guesthouse Mykonos,,2.0
Pension Retiro,,2.0
Apartamentos Alojarse Madrid,,4.0
Six Rooms,,6.0
Colors Hostal Madrid,,6.0
Leon Hotel,,5.0
Yagami Hostel,,6.0
Be Vital,,5.0
Nuria Hotel,,5.0
Madrid Apartel,,2.0
Casa Nuraghe,,2.0
Hostal Margarita,,5.0
Apartamentos Atocha,,5.0
Hostal Asturias,,2.0
Hotel Avion,,4.0
Hostal Asturias,,2.0
Hotel Avion,,4.0
Abalu Presidential Madrid,,2.0
Hostal Roma,,4.0
Good Stay Comfort Las Letras,,4.0
Hostal Zoraya,,4.0
Inkantomadrid,,2.0
C.H. Lyon,,2.0
Albergue Juvenil Richard Schirrmann,,5.0
Sleep in Madrid,,5.0
Apartamentos & Suites Internacional,,4.0
Apartamentos Centro Financiero-Bernabeu,,2.0
Apartamentos Perseo,,3.0
Hostal Mundial,,4.0
Nomad Plaza,,10.0
Hostal-Residencia Gloria,,2.0
My City Home Apartments,,3.0
Apartamentos Aqui me Quedo,,2.0
Casa Espana,,2.0
Sudamericana Hostal,,3.0
Apartamentos City Madrid,,
B&B Olite 34,,
Amplias Habitaciones en Lavapies,,
Ifema San Lorenzo,,
Feelathome Apartments Madrid,,
Wanda Betania,,
Hostal Plaza Espana,,
Barrio Salamanca Apartment Ddl20,,
Chalet Alameda de Osuna,,
The Garden Suites,,
Ford,,
Palace Suites,,
Coen,,
Burton,,
Host Madrid,,
Fant stico hotel situado en el rea residencial,,
Magn fico hotel,,
Chueca,,
"Private Rooms, Madrid - SK",,
Aleppo Jesus Del Valle,,
Los Cerrillos,,
Matiz Studios,,
La Casita Naranja,,
Residencias Urban Madrid,,
Cetelmar Guesthouse,,
Garcia Casado,,
Vintage room,,
Coppola,,
Hostal Madrid,,
Hostal Filo,,
Casa Natalia y Samuel,,
Silvela Flats,,
Maria Victoria,,
Hostal Massachusetts,,
Charming Jacinto Benavente,,
Hostal Mino,,
Hotel Fictissio,,
Amenabar,,
Urban Studios Atocha,,
Home Madrid,,
Home Madrid,,
Madrid Suites Shuttle Plaza,,
Solnoc,,
Hand By Hand,,
Village Apartments Madrid,,
Prime Residence,,
Almodovar,,
Parker,,
Cameron,,
Suites Privee,,
Guest House Lisa,,
Rooms Plaza Espana,,
Altman,,
Hostal Valdemingomez,,
Bunuel Apartment,,
A Casa Mia,,
DreamMadrid Calle Pizarro,,
Capital Corporate Apartments - Claudio Coello 14,,
B&B Punto Azul,,
Legend Room,,
Agastia Apartment,,
Gallagher's Apartments,,
Alojamiento Turistico Madrid,,
Hostal Maria de Molina,,
Hostal La Isla,,
Hostal Duluth,,
Majadahonda Stay,,
Estudios Gran Via,,
B&B Nenita,,
Cozi House,,
Jqc Apartamentos 1,,
Guest Madrid,,
Casa sweet,,
Calamares Villas,,
Ricci Suites Apartamentos Turisticos,,
Gran Via Sol Valverde,,
Casa Roma Alonso,,
OYO Residencial Dona Berenguela,,
Criollo Hostal,,
Hostal Perez,,
Ou - Li Pension,,
Casa Huespedes Rosaleda,,
Destiny Lavapies,,
3x3Rentals AD-1,,
Hostel Metropolitano Cc,,
Eurostay Duplex Lavapies,,
Europlaza Embajadores,,
"Atocha Hotel Madrid, Tapestry Collection by Hilton",,
H2 Costanilla,,
Casa Compartida - Madrid Capital,,
Safestay Madrid,,9.0
Hostal Luis XV,,8.0
The Hat,,9.0
Hotel Ritz,,9.0
Hotel Eurostars Monte Real,,8.0
Holiday Inn Madrid - Bernabeu,,7.0
Aspasios Calle Mayor Apartments,,9.0
Room007 Ventura Hostel,,9.0
La Posada de Huertas,,8.0
Mad4You Hostel,,9.0
Hotel Caballero Errante,,6.0
Hotel Negresco Gran Via,,9.0
Hotel Sterling,,7.0
2060 The Newton Hostel,,9.0
Posada La Fragua,,9.0
Hotel Praga,,7.0
Hostal Barrera,,9.0
Lapepa Chic,,9.0
Open Hostel,,7.0
Hotel Serrano,,7.0
Hostal Jerez,,8.0
Hostal Prado,,8.0
Hostal Horizonte,,7.0
Hostal Gonzalo,,9.0
Hostal Gran Via 63 Rooms,,8.0
Hostal Go Inn Madrid,,9.0
La Casa de Ada & Valentyn,,10.0
Open Hostel Madrid,,7.0
Hotel 4C Puerta Europa,,8.0
BEST WESTERN Carlos V,,8.0
Guerra Hostal,,8.0
Madrid City Rooms,,9.0
Cinque Terre Apartments,,9.0
Hostal Abami II,,9.0
Hostal Mayor,,9.0
Hostal Miralva,,7.0
Aparsol Apartments,,10.0
Hostal Centro Sol,,8.0
Albergue Juvenil Madrid,,8.0
Hostal Delfina,,9.0
Hostal Royal Cruz,,9.0
Forever Apartments Madrid,,9.0
Hostal Palacio Luna,,9.0
Casa de Huespedes Lourdes,,9.0
Hostal Foster,,8.0
D'Hostel Madrid,,7.0
Apartamentos Real,,8.0
Apartamentos del Prado,,8.0
Casa de Madrid,,9.0
Hostal Teran,,9.0
Hotel Puerto,,10.0
Pil Pil Hostel,,8.0
Apartamentos Cuatro Caminos,,7.0
Hostal Matheu,,7.0
The Match Madrid,,6.0
El Hogar Del Prado,,10.0
Hostal Ivor,,8.0
Pension Jaen,,9.0
Hostal Rio Parana,,8.0
Fun Sleep,,8.0
Urban Vida La Latina,,8.0
Hostal Aliste,,8.0
Urban Vida Salamanca,,8.0
Hotel Jardin Real de Mirasierra,,8.0
Hotel Arosa,,7.0
Hostal Greco Madrid,,8.0
Apartamentos APR Numancia,,7.0
Hostal Odesa,,8.0
Hostal Tirso Plaza,,8.0
Apartamentos Manzana,,10.0
Apartamentos Salvia 4,,8.0
Tirso De Molina Suites,,8.0
Hostal Machin,,7.0
Hostal Sardinero,,8.0
San Miguel Suites,,9.0
Apartamentos Madrid Plaza,,9.0
Mc Yolo Apartamentos Avenida De America,,9.0
Hostal Asuncion,,7.0
Hostal Santa Isabel,,8.0
M. Ronda Hostal,,8.0
Pension Casado,,8.0
Hostal Residencia Casanova,,9.0
Hostal Naranjos,,7.0
B&B San Bernardo,,10.0
Scout Madrid Hostel,,8.0
Hostal Andorra,,8.0
Hostal Dominguez,,8.0
Di' Carlo Hoteles,,7.0
Madrid Rental Flats,,10.0
Hostal Murcia,,7.0
Jardines Boutique,,8.0
Mirador Madrid,,6.0
Hostal Salome,,10.0
Hostal Huespedes Toledo,,8.0
Hostal Madrid Centro,,6.0
Mimis Apartments,,10.0
Pension Antonio,,8.0
Hostal Bianco,,8.0
Hostal La Vera,,7.0
Hostal Continental,,6.0
Hostal Galaico,,8.0
Hostal R. Fernandez,,7.0
Apartamentos Dana Madrid,,9.0
Dana Sol Apartments,,9.0
360 Hostel Centro,,10.0
Apartamentos MV Reina Sofia,,10.0
Mindanao Hotel,,10.0
Apartamentos Barajas,,9.0
Residencia Universitaria Vallehermoso,,8.0
CH Galaica,,9.0
Home Club Torre Madrid,,8.0
Hostal Miguel Angel,,8.0
Tip Top Gran Via,,8.0
Hostal Yolanda,,7.0
A&B Hostel Principe Pio,,8.0
Hostal Pretoria,,8.0
Apartamentos Puerta del Sol-Rastro,,8.0
Madrid Playa Rooms,,8.0
Campomanes Apartaments,,9.0
Hotel Partner Boadilla Palacio,,9.0
Hostal Pan-America,,9.0
Oriente Suites,,9.0
Hostal Lamalonga,,7.0
Pension Adeco,,8.0
Hostal Castilla,,9.0
Albergue Juvenil San Fermin,,7.0
Village Residencial Don Quijote,,6.0
Room Pride,,6.0
Hostal Moncloa Madrid,,7.0
Hostal Callao,,9.0
Asturias,,7.0
Hostal Casillas,,7.0
Hotel Cuevas Bajas,,9.0
Aparthotel Convencion-Barajas,,9.0
Hostal Playa,,7.0
Casa Nordia,,7.0
Noviciado by Forever Rentals,,9.0
Km1 Amparo Apartments,,8.0
Hostal Oliver,,6.0
Eden Paraiso Neptuno,,8.0
Apartamentos Gavirental Puerta del Sol I,,7.0
Hostal El Descanso,,6.0
Hostal El Catalan,,8.0
Fuencarral Suites,,8.0
Alba 1924 Guesthouse,,8.0
Hostal Romero,,8.0
Gran Via Chueca Studios,,8.0
Hostal Pereda Hs,,7.0
Pension Rodriguez,,6.0
Apartamento Centro Madrid,,8.0
Apartment Madrid Sol Studio,,6.0
Hostal Las Torres,,8.0
Hostal Ginebra,,8.0
Hostal Graciela,,8.0
Village Babel Rooms,,7.0
Apartamentos Plaza de Espana,,7.0
Palacio Apartaments Madrid,,8.0
Apartamentos Camino del Prado,,6.0
Hostal Gaudi,,8.0
Chueca The Palmer House Hostel,,7.0
AH - Alfred Hostel,,8.0
Village Sol Carretas,,8.0
Hostal Gran Via 59,,7.0
Hostal Prada,,8.0
Hostal Rio Mino,,8.0
Apartamentos Arenal 19,,8.0
L&H Apartments,,6.0
Hostal Reconquista,,8.0
Hostal Mirentxu,,8.0
Suites Kris Aeropuerto,,8.0
Hostal Sotileza,,8.0
Piamonte Apartments,,8.0
Village Tours Madrid,,8.0
Blume Apartamentos,,8.0
Village Rooms Barajas,,8.0
Hotel Paris,,8.0
Pension Avantiss,,8.0
Escultor Hotel,,6.0
Hotel Durval Puerta de Alcala,,8.0
Destiny Latina,,8.0
Chueca Style,,8.0
Hostal Alfaro,,7.0
JGM Rooms Huertas,,7.0
Apartamentos Felipe VI,,7.0
Apartamentos Las Letras,,7.0
Babel Guesthouse,,7.0
Hostal Union,,7.0
Hostal Las Cortes,,7.0
Suites Hotel - Foxa 25,,7.0
Hostal Regional,,7.0
Hostal Abitum,,7.0
Madrid Apartamentos Centro,,7.0
HwithH,,7.0
Km1 San Bernardo Apartments,,7.0
La Residencia de Estudiantes La Luna,,7.0
Hostal Tudescos,,6.0
Olano Hotel,,6.0
Hostales Breogan & Kryse,,6.0
Apartamentos Las Letras by TerravisionTravel,,6.0
Pension Habana,,6.0
Veguin Hostal,,6.0
Hostal Parajas,,6.0
Apartments Valverde,,6.0
Rooms Arguelles 58,,6.0
Apartamentos KM1 Opera,,6.0
Apartamentos Central Suites Gavirental,,6.0
CH Adeco II,,6.0
Km1 Tirso de Molina Apartments,,6.0
Apartamentos Calle Barquillo,,5.0
Apartamentos Fuencarral Luxury,,6.0
Palafox 23 Hostel,,6.0
Equity Point Madrid Hostel,,6.0
Apartamentos Centro Norte,,5.0
Village Guesthouse Barco,,6.0
Puerta del Sol Apartments,,6.0
Amberes,,4.0
Mombuey Valdebebas,,6.0
Apartamentos Km1 Plaza Mayor,,6.0
Apartamentos Champs-Elysees,,6.0
Callao,,5.0
Kris Cazadora Hotel,,5.0
Apartamentos Ministriles Art,,4.0
Gaudi Suites,,6.0
Hostal Florinda,,6.0
All In Hotels Suites Feria de Madrid,,6.0
Hello Madrid,,4.0
Hostal Dos Naciones,,6.0
San Juan Hostel Madrid,,6.0
Village Atocha Apartments,,4.0
Netherlands Apartments,,4.0
Galicia Hostel,,5.0
Santa Ana Flats,,6.0
L&H Plaza Mayor,,6.0
Hostal Stella,,6.0
Casa de Huespedes Prada,,5.0
AHM Aparthotel Marcenado,,5.0
Hostal la Jerezana,,5.0
Apolo,,5.0
Hostal Residencia Principado,,6.0
Family Apartment Gobernador,,6.0
Apartamentos Vallehermoso,,2.0
Greenville Apartments,,4.0
ABC Apartamentos Sol,,4.0
Helena 2 Hostal,,5.0
Six Rooms Plaza Mayor,,4.0
Hostal Xucar,,5.0
Diana Plus Hotel,,5.0
Hostal El Principe,,6.0
Gran Via Apartamentos,,5.0
Parsa Hostel,,4.0
Duque de Alba,,2.0
Apartamentos Centro - Plaza Santa Ana,,4.0
Imperial Studios,,2.0
Senorial Hotel,,5.0
We Are Madrid Opera Callao,,5.0
Apartamentos Montpellier,,2.0
Wunderhouse,,2.0
Apartamentos Stella,,4.0
Madrid Suites Chueca,,2.0
Estuhome,,2.0
L&H Plaza Espana,,5.0
Hotel Madrid Albufera,,5.0
Hostal Helena,,5.0
Jmg Hostels Madrid,,5.0
Cantabrico Hotel,,5.0
Hostal Bermejo,,5.0
Hostal Continental Gran Via 44,,5.0
Hostal Berlin Madrid,,5.0
Hostal Welcome,,6.0
Km1 Lavapies Apartments,,5.0
Hostal del Mar,,5.0
Pension Munoz,,4.0
Hotelias Hospitality Services,,4.0
Living in Opera,,5.0
Apartamentos Sleeping In Madrid,,5.0
Hostal LeZule,,4.0
Sol Hostel,,4.0
Residencia Hispania,,4.0
Chale Barajas Stay,,5.0
Apartment Ifema-Airport,,2.0
Apartment Ifema-Airport,,2.0
Hostal Casa Sofia,,2.0
PYR Select Bravo Murillo,,3.0
Habitaciones Universal,,4.0
Apartamentos LG45,,3.0
Hostal Camino,,4.0
Grupo Rh - Hostel,,3.0
Platero Hostel,,3.0
Hostal Florida,,5.0
Apartamentos Ile de France,,3.0
Hostal Don Pedro,,4.0
Panizo Hostel,,4.0
"SmartApart, Heart of Madrid",,2.0
Hostal Bahia Madrid,,4.0
Casa 18,,3.0
Hostal del Quijote,,3.0
Metropolitan Atocha,,3.0
Good Morning Madrid Hostel,,3.0
Casa Tao,,2.0
Plaza Mayor Apartment II,,
Cava Baja,,
Casa Escola San Claudio,,
Hostal Mairu,,
Roomspace Camino Santiago,,
La Perla De Lujo,,
Urban Hostel,,
Apartamentos Apolo,,
Apartamentos Madrid Titania,,
Puerta del Sol,,
Maro Sol Apartments,,
Four Seasons Hotel Madrid,,
Traveller Host,,
Tejas Verdes,,
Rooms In Center Of City,,
Lavapies B&B,,
Apartamentos Las Ventas,,
Palacio De Barradas,,
Estudiomad6,,
Dream Madrid,,
Habitaciones Plaza Espana,,
Prisma,,
A&H Hotel Plaza del Liceo,,
Central Madrid Atocha Apartments,,
Chueca IV,,
Hostal El 8,,
Aparthostal Callecultura Malasa?a,,
Gran Via-Sol Apartamentos,,
Minshuku Iberica,,
Village Luna,,
Palacio Elite Apartments,,
Residencia Rosales,,
Hello Home,,
Hostal 12 Rooms,,
Mombuey 19,,
Gran Via Callao,,
Apartamento Silver Bernabeu,,
Apartamentos Versailles,,
Mayor Residence,,
Km1 Atocha Apartments,,
Maria Elena Palace,,
HomeStay Perales,,
Apartamentos Sol,,
Village Avenida de America,,
Cerca El Centro De Madrid,,
Hostal Los Angeles,,
Silver Madrid Apartments,,
Hostal Alcazar Regis,,
Hostal Roma,,
Pegaso Suites,,
Apartment Antilope,,
Orinoco House,,
Residencias Roma,,
Estudios CalleCultura-Centro,,
Apartamentos H2 Gran Via,,
Tu Oasis en Madrid,,
Apartamentos Sol Square Apartments,,
Mi Casa Inn - Residencia Gran Via,,
Malasana Palma Studios,,
Residencia Abay,,
Roomspace Las Tablas - Granon,,
Hermosilla Exclusive Properties,,
Moreria Apartment,,
Liveandenjoy Madrid Apartments,,
Madrid Rio,,
Hostal Usera,,
Vintage Santa Ana 7 Dormitorios,,
Gran Duque,,
Apartamentos Funway,,
Residencias Universitarias Jose Luis 64,,
